Serial Number,Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating
6836,Utsaham,Telugu,None,2 h 44 min,2002,NR
6837,Unkahee,Hindi,4.6,41min,2020,NR
6838,Ariyatha Paiyan,Tamil,None,1 h 18 min,2001,NR
6839,Nunnunarvu,Tamil,7.5,1 h 38 min,2016,All
6840,Mansa Kanya,Bengali,None,2 h 31 min,1991,NR
6841,Jagratha,Malayalam,7.4,2 h 14 min,1989,NR
6842,Lakshyaved,Bengali,None,2 h 23 min,2009,NR
6843,Pooja,Telugu,5.1,2 h 16 min,1975,All
6844,Star Trek Beyond,English,7.1,2 h 2 min,2016,16+
6845,Smile Please,Marathi,7,2 h 12 mins,2019,13+
6846,California Paranormal,English,4.7,1 h 20 min,2019,13+
6847,Janiva,Marathi,6.2,1 h 40 mins,2015,13+
6848,Pad Yatra: A Green Odyssey,English,7.4,1h,2019,13+
6849,Shibu,Malayalam,6.7,2 h 2 min,2019,All
6850,A Map of the World,English,6.6,2 h 6 min,1999,18+
6851,Mahayoddha Vir : The Robot Boy Movie,Hindi,2.8,45min,2013,All
6852,Saaho (Kannada),Kannada,5.2,2 h 49 min,2019,13+
6853,Anjaana Anjaani,Hindi,5.8,2 h 31 min,2010,NR
6854,Raeeszada,Hindi,3.9,2 h 27 min,2020,13+
6855,Hey Jude,Malayalam,6.9,2 h 24 min,2018,All
6856,LBJ,English,6.5,1 h 37 min,2018,18+
6857,Sparshaa,Bengali,None,1 h 53 min,2007,NR
6858,Wanted,Hindi,6.7,2 h 25 min,1984,NR
6859,Teenkahon,Bengali,7.4,2 h 4 min,2015,18+
6860,Parayam,Malayalam,None,1 h 51 min,2006,NR
6861,Parayanumvayya Parayathirikkanumvayya,Malayalam,5.6,2 h 11 min,1985,NR
6862,Sultan,Hindi,7,2 h 49 min,2016,13+
6863,Under Siege 2: Dark Territory,English,5.5,1 h 39 min,1995,18+
6864,Vaddante Dabbu,Telugu,6.6,2 h 19 min,None,NR
6865,Veeno in Turkey,Hindi,None,1 h 17 min,2017,All
6866,Vaazhvey Maayam,Tamil,6.9,2 h 37 min,1982,All
6867,Gowri Kalyana,Kannada,None,2 h 21 min,1991,NR
6868,Nava Mohini,Telugu,7.3,2 h 15 min,1984,18+
6869,The Geocentric Man,Bengali,6.4,40min,2019,13+
6870,Parvathi Kalyana,Kannada,7.8,2 h 1 min,1967,NR
6871,Blumhouse's Fantasy Island,Telugu,4.9,1 h 49 min,2020,18+
6872,Dil Vil Pyar Vyar,Hindi,5.2,2 h 30 min,2002,13+
6873,Bhale Manchi Chowka Beram,Telugu,6.3,2 h 14 min,2018,13+
6874,Whiplash,English,8.5,1 h 46 min,2015,16+
6875,Yuddham ( In Hindi ),Hindi,3.2,1 h 35 min,2019,13+
6876,Dinosaur Island,English,3.8,1 h 13 min,2002,7+
6877,Sandhesam,Malayalam,None,2 h 19 min,1991,NR
6878,Praktan,Bengali,7.7,2 h 22 min,2018,13+
6879,Mukti,Bengali,7.2,1 h 54 min,None,NR
6880,Gabbar Singh,Telugu,7.1,2 h 31 min,2012,13+
6881,Abhimaan,Hindi,7.9,2 h 3 min,1973,All
6882,K.G.F: Chapter 1 (Kannada),Kannada,8.2,2 h 34 min,2018,13+
6883,Natpuna Ennanu Theriyuma,Tamil,4.9,2 h 1 min,2019,All
6884,Wrath of the Titans,Tamil,5.7,1 h 39 min,2012,13+
6885,Jayammu Nischayammu Raa,Telugu,7.2,2 h 37 min,2016,13+
6886,Bal Shivaji,Marathi,5.9,2 h,1981,All
6887,Praja,Malayalam,3.8,2 h 58 min,2001,NR
6888,Enai Noki Paayum Thota,Tamil,5.6,2 h 31 min,2019,16+
6889,Born To Race,Bengali,6,1 h 38 min,2012,16+
6890,Ondalla Eradalla,Kannada,8.3,1 h 57 min,2018,All
6891,Pasanga 2 (Hindi),Hindi,7.4,1 h 59 min,2015,All
6892,Maati,Bengali,7.3,2 h 2 min,2019,13+
6893,Janmadata,Bengali,6.9,2 h 43 min,2017,13+
6894,No.20 Madras Mail,Malayalam,7.7,2 h 49 min,1990,NR
6895,Dharla Tar Chavatya,Marathi,7.7,2 h 21 mins,1989,All
6896,Shiva: The Tiny Men From Mountain,Hindi,None,41min,2020,7+
6897,Chandra Kumara,Kannada,7.4,2 h 28 min,1963,NR
6898,Flashbacks of a Fool,English,6.8,1 h 53 min,2008,18+
6899,Boochamma Boochodu,Telugu,4.3,2 h 5 min,2014,18+
6900,Pengal,Tamil,None,1 h 55 min,2000,18+
6901,Escape From Taliban,Hindi,4.4,2 h 7 min,2003,13+
6902,Dil Toh Baccha Hai Ji,Hindi,5.8,2 h 17 min,2011,18+
6903,Pati Patni Aur Woh,Hindi,5.7,2 h 5 min,2019,16+
6904,Down with Love,English,6.3,1 h 41 min,2003,18+
6905,Chhota Bheem - Dholakpur To Khatmandu,Hindi,None,1 h 9 min,2020,All
6906,Zero Dark Thirty,English,7.4,2 h 37 min,2013,18+
6907,Run,Bengali,6.7,2 h 32 min,2017,13+
6908,Half Serious,Bengali,5,2 h 1 min,2017,13+
6909,Dillagi,Hindi,5.3,3 h 2 min,1999,13+
6910,THE RULES OF ATTRACTION,English,6.7,1 h 50 min,2002,18+
6911,Beluvalada Madilalli,Kannada,None,2 h 17 min,1975,NR
6912,Varnapakittu,Malayalam,5.8,2 h 33 min,1997,All
6913,Rani Kasula Rangamma,Telugu,None,1 h 54 min,1981,NR
6914,Amar Deep,Hindi,6.8,2 h 28 min,None,NR
6915,Ina,Malayalam,5.9,2 h 6 min,1982,NR
6916,Ganga Ki Saugand,Hindi,5.4,2 h 22 min,1978,All
6917,Wake Up India,Hindi,6.5,1 h 58 min,2013,NR
6918,Sasesham,Telugu,4.7,2 h 4 min,2012,18+
6919,Jalebi - The Taste of Everlasting Love,Hindi,6.1,1 h 43 min,2018,13+
6920,The Lost City of Z,Hindi,6.6,2 h 20 min,2017,13+
6921,Bahurani,Hindi,6.4,2 h 13 min,None,NR
6922,Whistle,Telugu,6.7,2 h 57 min,2019,13+
6923,The Grasslands Project - Life Out Here,English,None,12min,2020,13+
6924,Okatavudaam,Telugu,None,1 h 55 min,2015,NR
6925,Teen Patti,Bengali,6,1 h 36 min,2014,13+
6926,Dreamgirls,English,6.5,2 h 10 min,2006,13+
6927,Mahaanta,Hindi,4.5,2 h 47 min,1997,13+
6928,Shiva,Hindi,8.1,1 h 54 min,2006,18+
6929,Khilona,Hindi,6.5,2 h 40 min,1970,All
6930,Ratrir Tapasya,Bengali,None,2 h 19 min,None,NR
6931,English Vs English,Bengali,None,1 h 56 min,2018,13+
6932,Beder Meye Josna,Bengali,6.3,2 h 37 min,2017,13+
6933,Aa Kokila Nu Kaieenk Karo,Gujarati,None,2 h 18 min,2011,All
6934,Hichki,Hindi,7.5,1 h 56 min,2018,7+
6935,Aliens Exposed,English,None,1h,2019,13+
6936,The Myth of the American Sleepover,English,6.3,1 h 36 min,2010,16+
6937,Attwadi Kaun,Punjabi,None,49 mins,2018,13+
6938,Ikkayude Shakadam,Malayalam,4,1 h 39 min,2019,13+
6939,Alex,Telugu,None,2 h 35 min,2005,NR
6940,Bal Ganesh And The Pomzom Planet (Bengali),Bengali,None,1 h 19 min,2017,All
6941,Illali Korikalu,Telugu,None,2 h 19 min,1982,NR
6942,Yuvatha,Telugu,6,2 h 9 min,2008,13+
6943,Subha Bibaha,Bengali,None,1 h 32 min,1977,NR
6944,Body Language,English,7,52min,2020,13+
6945,Prema Sallapam,Telugu,None,1 h 17 min,2006,NR
6946,The Way,English,None,1 h 12 min,2020,13+
6947,Underworld Rise of the Lycans,Telugu,6.6,1 h 32 min,2009,18+
6948,Meenakshi - Kannada,Kannada,None,2 h 4 min,2017,NR
6949,Pran Sajani,Bengali,None,2 h 27 min,2017,13+
6950,Bharat,Hindi,5.2,2 h 34 min,2019,13+
6951,Faulad,Hindi,6,1 h 52 min,None,NR
6952,Mon Jaane Na,Bengali,None,1 h 53 min,2019,13+
6953,Kurrallu,Telugu,None,1 h 25 min,2006,NR
6954,Asterix: The Mansion of Gods,English,6.9,1 h 25 min,2014,7+
6955,Me Yetoy..Chhota Pudhari,Marathi,None,1 h 47 mins,2018,13+
6956,Jack the Giant Slayer,Hindi,6.2,1 h 54 min,2013,13+
6957,Church of Saint Lazarus,English,None,26min,2020,13+
6958,Woh Kaun Thi,Hindi,7.6,2 h 7 min,None,18+
6959,Apan Holo Par,Bengali,None,1 h 46 min,2000,All
6960,Qissa Panjab,Punjabi,7.4,1 h 33 mins,2015,NR
6961,The Smurfs 2,Hindi,5.3,1 h 44 min,2013,7+
6962,Dattak,Hindi,7.5,1 h 59 min,2001,NR
6963,Pati Param Guru,Bengali,None,2 h 26 min,1991,NR
6964,Airaa (Tamil),Tamil,4.7,2 h 17 min,2019,13+
6965,Dwaraka,Telugu,4.9,2 h 17 min,2017,13+
6966,Sanyasi Raja,Bengali,7.9,2 h 19 min,2017,13+
6967,All Is Bright,English,5.6,1 h 47 min,2013,18+
6968,Same Kind of Different as Me,English,6.6,1 h 59 min,2017,18+
6969,Jangi,Bengali,None,2 h 20 min,2013,NR
6970,Fight Club,English,8.8,2 h 19 min,1999,13+
6971,Kalla Kulla,Kannada,7.4,2 h 19 min,1975,NR
6972,Atithee,Hindi,6,2 h 15 min,1978,NR
6973,Diana,Malayalam,5.5,1 h 17 min,1990,NR
6974,BHK Bhalla@Halla.Kom,Hindi,5.4,2h,2016,13+
6975,English Vinglish - Telugu,Telugu,None,2 h 13 min,2012,NR
6976,Bilambita Loy,Bengali,None,1 h 49 min,1981,NR
6977,Gamanam,Malayalam,None,1 h 54 min,1994,NR
6978,Anubhav - Bengali,Bengali,None,2 h 8 min,1993,NR
6979,Bhola Moira,Bengali,4.4,2 h 12 min,1977,NR
6980,Days of Thunder,English,6.1,1 h 47 min,1990,13+
6981,The Stolen Princess (Tamil),Tamil,6.1,1 h 28 min,2018,All
6982,The Dark Knight Rises,Tamil,8.4,2 h 44 min,2012,13+
6983,Ghost,Hindi,2.3,1 h 53 min,2012,18+
6984,Pyaar Ke Side Effects,Hindi,6.7,2h,2006,18+
6985,Mighty Raju - The Champion Of Alaska,Hindi,None,60min,2019,All
6986,Udayam,Malayalam,7,2 h 28 min,1973,NR
6987,Thirumagal,Tamil,None,2 h 17 min,1971,NR
6988,Manojder Adbhut Bari,Bengali,5.2,1 h 56 min,2020,13+
6989,Sathya Mithya,Bengali,None,2 h 42 min,2017,13+
6990,"From ISS To Mars - Space, The Future Of The Earth?",English,None,54min,2019,13+
6991,The Theory of Everything,English,7.7,2 h 3 min,2015,16+
6992,Aakhri Ghulam,Hindi,5,2 h 14 min,1989,NR
6993,Steel Toes,English,6.1,1 h 30 min,2007,18+
6994,Mission Kashmir,Hindi,6.7,2 h 30 min,2000,13+
6995,Safe House,Hindi,6.7,1 h 54 min,2012,18+
6996,Deep Jele Jaai,Bengali,None,2h,2017,13+
6997,Goliyon Ki Raasleela Ram-Leela,Hindi,6.4,2 h 35 min,2013,NR
6998,Aami Ashbo Phirey,Bengali,6.9,2h,2018,18+
6999,Transformers: Revenge of the Fallen,Telugu,6,2 h 29 min,2009,13+
7000,Hum,Hindi,6.8,2 h 48 min,1991,All
7001,Buno Haansh,Bengali,6.5,2 h 15 min,2014,13+
7002,Rappakal,Malayalam,7.2,2 h 17 min,2005,All
7003,Luv... Phir Kabhi,Hindi,None,1 h 59 min,2014,NR
7004,WHO,Malayalam,5.3,2 h 32 min,2018,13+
7005,Kartoos,Hindi,5.1,2 h 6 min,1999,18+
7006,Mission: Impossible III,English,6.9,2 h 5 min,2006,13+
7007,Playing With Fire,English,5.1,1 h 35 min,2019,7+
7008,Doctor Love,Malayalam,5,2 h 37 min,2011,All
7009,Jagga Jagravan Joga,Punjabi,1.9,1 h 54 mins,2020,13+
7010,Vayasu Pasanga,Tamil,None,2 h 12 min,2004,13+
7011,Himapatha,Kannada,None,2 h 20 min,1995,NR
7012,The Death of Stalin,English,7.2,1 h 42 min,2018,18+
7013,Babu,Hindi,None,2 h 28 min,1985,NR
7014,Criminal,English,6.3,1 h 48 min,2016,18+
7015,Abduction Point,Bengali,5.6,1 h 22 min,2016,18+
7016,Crown Heights,English,6.5,1 h 39 min,2017,18+
7017,Shiva And The Wolf Boy,Hindi,None,43min,2020,7+
7018,If Something Happens,English,5.4,1 h 20 min,2018,18+
7019,Sarkar 3,Hindi,4.9,2 h 10 min,2017,NR
7020,Time,English,7.2,1 h 21 min,2020,16+
7021,Kinara,Hindi,6.7,2 h 19 min,1977,NR
7022,Aadhar,Marathi,4.8,2 h 20 mins,2002,All
7023,Marjaavaan,Hindi,3.5,2 h 13 min,2019,16+
7024,Ankhiyon Ke Jharokhon Se,Hindi,7.1,2 h 20 min,1978,All
7025,"Easy to Learn, Hard to Master The Fate of Atari",English,None,1 h 49 min,2019,13+
7026,Manivathoorile Aayiram Sivarathrikal,Malayalam,7.3,2 h 14 min,1987,All
7027,Disko,English,None,16min,2019,13+
7028,Raja Narasimha,Kannada,7.4,2 h 12 min,2003,NR
7029,Sangrama,Kannada,3.2,2 h 18 min,1987,NR
7030,Sasur Bari Zindabad,Bengali,None,2 h 31 min,2017,13+
7031,The Lazarus Effect - FKA Reawakenings,English,5.2,1 h 23 min,2015,13+
7032,Life In A Year,English,None,1 h 47 min,2021,13+
7033,Capmaari,Tamil,3.3,2 h 6 min,2019,18+
7034,Avasara Police 100,Tamil,6.6,2 h 23 min,1990,18+
7035,Dinner for Schmucks,English,5.9,1 h 49 min,2010,18+
7036,Adyashakti Mahamaya,Bengali,None,1 h 53 min,1978,NR
7037,The Mummy,Hindi,7,2 h 4 min,1999,18+
7038,Ek Poshla Bristi,Bengali,None,2 h 4 min,2019,13+
7039,Gujjubhai Most Wanted,Gujarati,7.3,2 h 21 min,2018,All
7040,Blumhouse's Fantasy Island,Tamil,4.9,1 h 49 min,2020,18+
7041,Birth of the Dragon,Hindi,5.5,1 h 31 min,2017,13+
7042,Ek Gadi Baki Anadi,Marathi,7.3,2 h 14 mins,1989,All
7043,Bidaay Byomkesh,Bengali,5.3,2h,2019,13+
7044,K.D.No.1,Telugu,4.9,2 h 31 min,1978,NR
7045,Kuselan,Tamil,4.7,2 h 38 min,2008,All
7046,Charlie's Angels,Hindi,4.8,1 h 58 min,2019,13+
7047,"MARADONA, THE GOLDEN KID",English,None,54min,2020,13+
7048,Veerappan,Telugu,5.3,1 h 57 min,2016,18+
7049,Kalank,Hindi,3.6,2 h 45 min,2019,13+
7050,The Dark Knight,Tamil,9,2 h 32 min,2008,13+
7051,Ahankaar,Hindi,5.9,2 h 25 min,1995,All
7052,Banjara - The Truck Driver,Punjabi,4.2,2 h 10 mins,2018,13+
7053,Belaseshe,Bengali,8.5,2 h 21 min,2018,13+
7054,His highness abdullah,Malayalam,7.9,2 h 28 min,1990,All
7055,Bommarillu,Telugu,8.2,2 h 1 min,None,NR
7056,Kurukshetra,Kannada,6,2 h 13 min,1987,NR
7057,Naram Garam,Hindi,7.4,2 h 7 min,1981,All
7058,Dumb and Dumber To,Hindi,5.6,1 h 44 min,2014,18+
7059,Alone,Hindi,3.7,1 h 58 min,2015,13+
7060,Anaganaga Oka Ratri,Telugu,None,1 h 51 min,2002,NR
7061,Van Helsing,English,6.2,2 h 11 min,2004,13+
7062,Ajab Karamat,Gujarati,None,1 h 46 min,2007,All
7063,Durgeshgorer Guptodhon,Bengali,6.6,2 h 11 min,2019,13+
7064,Ernest Rides Again,English,5,1 h 39 min,1993,All
7065,Velaiilla Pattadhari 2,Tamil,5.4,2h,2017,All
7066,13B: Fear Has a New Address,Hindi,7.3,2 h 24 min,2009,18+
7067,Sunday,Hindi,5.3,2 h 10 min,2008,NR
7068,Dil Dosti Etc,Hindi,7,1 h 44 min,2007,18+
7069,The Caller,English,6.1,1 h 27 min,2011,18+
7070,Mighty Raju,Hindi,3.3,1 h 12 min,2019,All
7071,Ajj De Ranjhe,Punjabi,5.1,2 h 23 mins,2012,13+
7072,Muthal Echarikkai,Tamil,None,1 h 20 min,1987,NR
7073,Maherchi Maya,Marathi,None,2 h 30 mins,2005,All
7074,Mere Baap Pehle Aap,Hindi,5.4,2 h 37 min,2008,All
7075,Clear and Present Danger,English,6.9,2 h 21 min,1994,13+
7076,Who’s Driving The Car?,English,None,52min,2019,13+
7077,Kuch Kuch Locha Hai,Hindi,2.5,2 h 15 min,2015,18+
7078,Shangku Shelter,English,None,53min,2020,13+
7079,Raju Ban Gaya Gentleman,Hindi,6.8,2 h 28 min,1992,All
7080,A Case of You,English,5.6,1 h 31 min,2014,18+
7081,Anacondas: The Hunt for the Blood Orchid,Telugu,4.7,1 h 36 min,2004,16+
7082,Vigilante,English,None,54min,2020,13+
7083,Race 3,Hindi,1.9,2 h 39 min,2018,13+
7084,Ninnu Kori,Telugu,7.5,2 h 16 min,2017,All
7085,Saajan,Hindi,7.2,3h,1991,NR
7086,Bewakoofiyaan,Hindi,5.5,1 h 57 min,2014,13+
7087,Singari Bangari,Kannada,None,2 h 5 min,1989,NR
7088,Nomu,Telugu,7.9,2 h 14 min,1974,All
7089,Muqaddar Ka Faisla,Hindi,5,2 h 51 min,1987,13+
7090,Foto,Hindi,6.4,1 h 26 min,2007,All
7091,Besharam,Hindi,3.6,2 h 21 min,2013,13+
7092,One Night Stand,Hindi,3.1,1 h 37 min,2016,18+
7093,Samrat Chandragupt,Hindi,6.1,1 h 45 min,None,NR
7094,Pasamulla Pandiyare,Tamil,None,2 h 22 min,1997,NR
7095,Aapne To Dhirubhai,Gujarati,6,2 h 5 min,2014,All
7096,Greed,Hindi,5.7,1 h 44 min,2020,13+
7097,Street Dancer 3D,Hindi,3.6,2 h 21 min,2020,13+
7098,Stinking Heaven,English,6,1 h 10 min,2015,NR
7099,John Honai,Malayalam,1.9,2 h 1 min,2015,All
7100,Oculus,English,6.5,1 h 42 min,2014,18+
7101,Amrit Kumbher Sandhane,Bengali,None,2 h 9 min,2017,13+
7102,The People's Girls,English,8.1,28min,2019,13+
7103,Mogra Phulaalaa,Marathi,6.6,2 h 16 mins,2019,All
7104,Dharma Devathai,Tamil,None,2 h 17 min,1986,18+
7105,Duranta Prem,Bengali,None,2 h 31 min,1993,NR
7106,Spider-Man (Feature),English,7.3,2 h 1 min,2002,13+
7107,Vandhaan Vendraan,Tamil,3.9,2 h 24 min,2011,All
7108,Jobs,English,5.9,2 h 7 min,2013,16+
7109,Yeh Dillagi,Hindi,6,2 h 34 min,1994,All
7110,Snow White & the Huntsman,English,6.1,2 h 7 min,2012,13+
7111,Children of the Corn: Genesis,English,3.7,1 h 20 min,2011,18+
7112,Naya Daur,Hindi,8,2 h 35 min,2007,All
7113,Bawal,Bengali,4.6,1 h 57 min,2017,13+
7114,The Angry Birds Movie,Hindi,6.3,1 h 37 min,2016,7+
7115,Train to Pakistan,Hindi,6.9,1 h 47 min,1998,18+
7116,Gali Thekey Rajpat,Bengali,None,1 h 30 min,None,NR
7117,Shyamali,Bengali,6.8,2 h 2 min,None,NR
7118,Bala Bharatam,Telugu,6.5,2 h 46 min,1972,All
7119,Kanne Vayusu,Telugu,None,2 h 8 min,1973,NR
7120,Soorarai Pottru (Tamil),Tamil,8.6,2 h 29 min,2020,16+
7121,Om Jai Jagadish,Hindi,5.5,2 h 49 min,2002,NR
7122,Bhaijaan Elo Re,Bengali,7,2 h 38 min,2018,All
7123,DK Bose,Kannada,6.3,1 h 53 min,2019,All
7124,PIRANHA 3DD,Telugu,3.7,1 h 19 min,2012,18+
7125,Parvarish,Hindi,6.9,2 h 9 min,None,All
7126,Me Shivaji Park,Marathi,7.3,2 h 1 mins,2018,13+
7127,Jerry Maguire,English,7.3,2 h 18 min,1996,18+
7128,Nocturne,English,5.7,1 h 30 min,2020,16+
7129,Jackpot,Telugu,None,2 h 8 min,2001,NR
7130,Ghayal,Hindi,7.6,2 h 36 min,1990,18+
7131,Aasai,Tamil,7.6,2 h 25 min,1995,13+
7132,Black Box,English,6.2,1 h 40 min,2020,16+
7133,Kaadhal Parisu,Tamil,6.1,2 h 29 min,1987,All
7134,Aisa Yeh Jahaan,Hindi,6.6,2 h 6 min,2015,13+
7135,English,Malayalam,5.8,1 h 56 min,2013,All
7136,Bhokter Maa,Bengali,None,2 h 45 min,2017,13+
7137,Bham Bolenath,Telugu,6.6,1 h 54 min,2015,13+
7138,Vodka Diaries,Hindi,5.6,1 h 48 min,2018,13+
7139,Dil Jo Bhi Kahey,Hindi,None,2 h 17 min,2005,All
7140,Fantastic Beasts and Where to Find Them,Hindi,7.3,2 h 12 min,2016,13+
7141,Freelancers,English,4.7,55min,2020,13+
7142,Is Raat Ki Subah Nahin,Hindi,6.9,2 h 15 min,1996,18+
7143,American Pastoral,English,6.1,1 h 44 min,2016,18+
7144,Mee ani U,Marathi,None,1 h 53 mins,2013,All
7145,Thirupathi,Kannada,6.3,2 h 6 min,2006,All
7146,Rogue (Telugu),Telugu,None,2 h 5 min,2017,13+
7147,Kidnap,English,5.9,1 h 34 min,2017,16+
7148,SkyBound,Tamil,4.7,1 h 21 min,2017,16+
7149,Parineeta - Ashok Kumar,Hindi,None,1 h 46 min,None,NR
7150,Charmurti,Bengali,7.1,1 h 58 min,1978,NR
7151,Vendru Varuvaan,Tamil,None,1 h 53 min,2016,All
7152,Dohchay,Telugu,5.9,2 h 16 min,2015,All
7153,The Captain,Hindi,6.2,1 h 46 min,2019,13+
7154,Saawariya,Hindi,5.2,2 h 17 min,2007,13+
7155,Kurmaiyan,Punjabi,5.6,2 h 20 mins,2018,13+
7156,Ponnana Vazhvu,Tamil,None,2 h 17 min,1967,NR
7157,Neal n Nikki,Hindi,3.2,1 h 41 min,2005,13+
7158,Rathaavaram,Telugu,6.5,2 h 18 min,2017,13+
7159,Keralida Simha,Kannada,8.5,2 h 44 min,1981,NR
7160,Lalbaug Parel - Zali Mumbai Sonyachi,Marathi,7.2,2 h 26 mins,2010,13+
7161,Theri,Tamil,7.1,2 h 30 min,2016,All
7162,Five Fingers,Malayalam,6.4,2 h 30 min,2005,NR
7163,Heeron Ka Chor,Hindi,3.4,2 h 13 min,1982,NR
7164,Annabelle Comes Home,Tamil,5.9,1 h 46 min,2019,18+
7165,Dombivali Fast,Marathi,8.1,1 h 42 mins,2010,All
7166,Once More,Tamil,6.1,2 h 40 min,1997,All
7167,Superman Returns,Telugu,6,2 h 34 min,2006,All
7168,Harry Potter and the Half-Blood Prince,Hindi,7.6,2 h 33 min,2009,13+
7169,Karimpoocha,Malayalam,None,1 h 51 min,1981,NR
7170,Goopy Bagha Phiray Elo,Bengali,7.8,1 h 59 min,1990,All
7171,Half Ticket,Marathi,7.9,1 h 51 mins,2016,13+
7172,Egise Tarajuvvalu,Telugu,6.2,1 h 35 min,2017,All
7173,One Shocking Moment,English,4.7,1 h 11 min,None,NR
7174,Tiger Zinda Hai,Hindi,5.9,2 h 38 min,2017,13+
7175,Kiriti O Kalo Bhromor,Bengali,6.3,2 h 8 min,2019,13+
7176,Sukh Dukkher Sonsar,Bengali,None,2 h 35 min,2019,13+
7177,Dying of the Light,English,4.5,1 h 33 min,2014,18+
7178,Mosagallaku Mosagadu,Telugu,6.1,2 h 4 min,2015,13+
7179,Bhalo Theko Ful,Bengali,None,16min,2019,13+
7180,Palasa 1978,Telugu,7.5,2 h 21 min,2020,18+
7181,Thittivasal,Tamil,7.1,1 h 47 min,2017,13+
7182,Carpool,English,5,1 h 29 min,1996,All
7183,NEURON,Kannada,3.3,2 h 10 min,2019,13+
7184,Grant St. Shaving Co.,English,6.4,15min,2011,13+
7185,Kinnaripuzhayoram,Malayalam,6.8,2 h 3 min,1994,NR
7186,Picnic,Malayalam,7.1,2 h 20 min,1975,NR
7187,Oonche Log,Hindi,6.1,2 h 18 min,None,NR
7188,Amar Prem,Hindi,8.2,2 h 25 min,1972,All
7189,Heyy Babyy,Hindi,6,2 h 23 min,2007,NR
7190,Sonar Sansar,Bengali,None,2 h 43 min,2017,13+
7191,Ranga Bou,Bengali,4.8,2 h 20 min,1999,NR
7192,The Bourne Identity,English,7.9,1 h 58 min,2002,13+
7193,Paisa Paisa,Marathi,6.3,1 h 43 mins,2016,All
7194,Basilica of Jesus Adolescent,English,None,26min,2020,13+
7195,Red Wine,Malayalam,5.3,2 h 7 min,2011,All
7196,Salt N Pepper,Malayalam,7.4,1 h 55 min,2011,All
7197,Yaraana,Hindi,4.7,2 h 4 min,1995,All
7198,Jackpot (Telugu),Telugu,None,2 h 9 min,2019,All
7199,Man of Steel (2013),English,7,2 h 22 min,2013,13+
7200,The Taking of Tiger Mountain,Tamil,6.4,2 h 17 min,2014,18+
7201,Kencho Khoondte Keute,Bengali,7.2,2 h 35 min,1993,NR
7202,Sunayana,Hindi,5.9,2 h 11 min,1979,NR
7203,Emerald Cities,English,6.2,1 h 30 min,1983,NR
7204,Raincoat,Hindi,7.6,1 h 57 min,2017,13+
7205,Bellary Naga,Kannada,7.1,2 h 12 min,2009,All
7206,Let'S Share The Moon,Hindi,None,20min,2018,All
7207,The Professor,English,6.7,1 h 31 min,2019,18+
7208,Prithvi Vallabh,Hindi,7.8,1 h 57 min,None,NR
7209,The Lodge,Tamil,6.1,1 h 48 min,2020,18+
7210,Hotel California,Malayalam,6.2,2 h 16 min,2013,13+
7211,Annai Oru Aalayam,Tamil,7,2 h 1 min,1979,All
7212,Mon Niye,Bengali,6.8,2 h 20 min,2017,13+
7213,Alexander the Last,English,5.2,1 h 12 min,2009,18+
7214,Antariksham 9000KMPH,Telugu,6,2 h 19 min,2018,13+
7215,Sanam Teri Kasam,Hindi,7.4,2 h 33 min,2016,NR
7216,Megh Bristi Aalo,Bengali,None,2h,2010,NR
7217,Oorantha Sankranthi,Telugu,None,2 h 23 min,1983,NR
7218,Aajcha Divas Majha,Marathi,7.7,2 h 6 mins,2013,All
7219,Ghatkali,Bengali,6.6,1 h 57 min,2017,13+
7220,"Khakee (Theeran Adhigaaram Ondru, Tamil)",Telugu,None,2 h 36 min,2017,13+
7221,Suspiria,English,6.8,2 h 32 min,2018,18+
7222,Tubelight,Hindi,3.9,2 h 10 min,2017,All
7223,I Love You,Bengali,4.7,2 h 37 min,2017,13+
7224,Andala Rakshasi,Telugu,7.1,2 h 25 min,2012,13+
7225,Holy Angels,English,8.1,14min,2020,13+
7226,Penguin (Telugu),Telugu,4.6,2 h 12 min,2020,18+
7227,Steve and Maggie - Fan Favourites (Vol. 1),English,None,44min,2020,All
7228,Thalsamayam Oru Penkutty,Malayalam,3.8,2 h 51 min,2012,All
7229,Dirty,English,5.6,1 h 36 min,2005,18+
7230,The Dark Knight,Telugu,9,2 h 32 min,2008,13+
7231,Love Story Ma Locho Padyo,Gujarati,None,2 h 17 min,2017,All
7232,Gujjubhai Ni Golmaal,Gujarati,None,2 h 25 min,2015,13+
7233,ABHIMAAN,Bengali,6.2,2 h 19 min,2016,All
7234,Appa Ani Bappa,Marathi,7.5,2 h 17 mins,2019,All
7235,Deiva Thirumagal,Tamil,8.1,2 h 39 min,2011,NR
7236,Majhli Didi,Hindi,7.6,1 h 57 min,None,NR
7237,Tu Aavish To Kharo Ne,Gujarati,None,2h,2018,13+
7238,Nilkanth Master,Marathi,5.8,1 h 54 mins,2015,All
7239,Allari Pilla,Telugu,6.9,2 h 14 min,1992,NR
7240,"Fried Fish, Chicken Soup and a Premiere Show",English,None,1 h 30 min,2020,13+
7241,Taranisen Badh,Bengali,None,1 h 54 min,None,NR
7242,Anbe Anbe,Tamil,4.9,2 h 20 min,2003,All
7243,Night Tide,English,6.4,1 h 26 min,None,13+
7244,The Expendables,English,6.5,1 h 39 min,2010,18+
7245,Tumbbad,Hindi,8.3,1 h 44 min,2018,18+
